run_id,timestamp,device_name,model_name,dataset_name,dataset_year,task_type,sample_id,prompt_style,prompt_template_version,input_text,reference_output,input_tokens,output_text,output_tokens,latency_sec,total_runtime_sec,energy_joules,avg_power_watts,status,error_message
307b2c3fa435,1775748069.884812,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,2,verbose,v1,Four UN troops killed in central Mali mine blast,Four UN peacekeepers were killed and four were wounded on Wednesday when a mine exploded under their vehicle in central Mali in a deliberate attack.,29,"On 19 January 2013, a mine explosion in central Mali killed four UN peacekeepers, including a French soldier, and injured 10 others, according to the UN. The blast occurred in the village of Tessalit, near the border with Burkina Faso, and was caused by a landmine. The UN said the mine was planted by a group of armed men who had been attacking UN peacekeepers in the area.

The UN mission in Mali, MINUSMA, said in a statement that the UN peacekeepers were conduct",128,99.79185557365416,99.7952196598053,879.7375650463104,8.815427913734467,success,
300adf4bced7,1775748169.681497,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,2,cot,v1,Four UN troops killed in central Mali mine blast,Four UN peacekeepers were killed and four were wounded on Wednesday when a mine exploded under their vehicle in central Mali in a deliberate attack.,32,"On 19 January 2013, a mine explosion in central Mali killed four UN peacekeepers and injured 10 others, according to the UN. The incident occurred in the village of Tombouctou, where the UN mission in Mali (MINUSMA) is based. The UN said the blast occurred when a mine was detonated by a group of armed men.

The UN mission in Mali (MINUSMA) is a United Nations peacekeeping mission in Mali. It was established in 2013 to help stabilize the country and",128,100.54036569595335,100.54361820220949,884.5636235980993,8.797809740834062,success,
674e0e576e1f,1775748270.2270596,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,3,concise,v1,"Nikhat Zareen, Gaurav Solanki settle for bronze at Bosphorus Boxing Tournament",Indian boxers Nikhat Zareen and Gaurav Solanki ended up with a bronze medal each as both lost their semifinal bouts on Friday at the Bosphorus Boxing Tournament in Turkey.,42,"Nikhat Zareen and Gaurav Solanki settled for bronze medals in the women's 52kg category at the Bosphorus Boxing Tournament in Istanbul on Sunday.

Zareen, who had won the gold medal in the 52kg category at the Asian Championships in Doha last month, lost to Iran's Sara Mohammadi in the semifinals.

Solanki, who had won the bronze medal in the 52kg category at the Asian Championships in Doha last month, lost to China's Liu Ying",128,99.69540929794312,99.69869041442873,878.9212871568207,8.815775648640019,success,
b81dbf249b0f,1775748369.9272888,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,3,structured,v1,"Nikhat Zareen, Gaurav Solanki settle for bronze at Bosphorus Boxing Tournament",Indian boxers Nikhat Zareen and Gaurav Solanki ended up with a bronze medal each as both lost their semifinal bouts on Friday at the Bosphorus Boxing Tournament in Turkey.,48,"Nikhat Zareen and Gaurav Solanki settled for bronze medals in the women's 52kg category at the Bosphorus Boxing Tournament in Istanbul on Sunday.
Zareen, who had won the gold medal in the 52kg category at the Asian Championships in Doha last month, lost to Iran's Sara Mohammadi in the semifinals.
Solanki, who had won the bronze medal in the 52kg category at the Asian Championships in Doha last month, lost to China's Liu Ying in the",128,100.08137893676758,100.08481287956238,881.8698439189186,8.811225385215254,success,
c44e93076187,1775748470.0140486,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,3,verbose,v1,"Nikhat Zareen, Gaurav Solanki settle for bronze at Bosphorus Boxing Tournament",Indian boxers Nikhat Zareen and Gaurav Solanki ended up with a bronze medal each as both lost their semifinal bouts on Friday at the Bosphorus Boxing Tournament in Turkey.,41,"Nikhat Zareen and Gaurav Solanki, both boxers from India, settled for bronze medals in the 52kg category at the Bosphorus Boxing Tournament in Istanbul, Turkey.

Zareen, who was seeded second, lost to Turkey's Ali Yildirim in the quarterfinals. She had earlier won a bronze medal at the Asian Championships in 2018.

Solanki, who was seeded third, lost to Turkey's Serkan Kara in the quarterfinals. He had earlier won a bronze medal",128,100.04971861839294,100.0533890724182,882.5883049890999,8.821173507179115,success,
3261bf04aaf0,1775748570.0690527,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,3,cot,v1,"Nikhat Zareen, Gaurav Solanki settle for bronze at Bosphorus Boxing Tournament",Indian boxers Nikhat Zareen and Gaurav Solanki ended up with a bronze medal each as both lost their semifinal bouts on Friday at the Bosphorus Boxing Tournament in Turkey.,44,"Nikhat Zareen and Gaurav Solanki, both boxers from India, settled for bronze medals in the 52kg category at the Bosphorus Boxing Tournament in Istanbul, Turkey.

Zareen, who was seeded second, lost to Turkey's Ali Yildirim in the quarterfinals. She had earlier won a bronze medal at the Asian Championships in 2018.

Solanki, who was seeded third, lost to Turkey's Serkan Kara in the quarterfinals. He had earlier won a bronze medal",128,100.26015663146973,100.26294326782228,883.4655196048022,8.811485986850498,success,
871f6ec047e9,1775748670.3340592,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,4,concise,v1,Australia recognizes west Jerusalem as Israel's capital,"Australia now recognizes west Jerusalem as Israel’s capital, Prime Minister Scott Morrison said Saturday, but a contentious embassy shift from Tel Aviv will not occur until a peace settlement is achieved.",29,"Headline: Australia recognizes west Jerusalem as Israel's capital

Subheading: Australia's foreign minister, Marise Payne, has announced that the country will recognize west Jerusalem as Israel's capital, despite the ongoing conflict between Israel and Palestine.

Body:
Australia's foreign minister, Marise Payne, has announced that the country will recognize west Jerusalem as Israel's capital, despite the ongoing conflict between Israel and Palestine.

Paragraph 1:
""Australia has always recognized the right of Israel to exist as a Jewish state, and we will",128,99.74307918548584,99.74683785438538,879.6133182904719,8.818458180845475,success,
cccc85e9b9d7,1775748770.0824664,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,4,structured,v1,Australia recognizes west Jerusalem as Israel's capital,"Australia now recognizes west Jerusalem as Israel’s capital, Prime Minister Scott Morrison said Saturday, but a contentious embassy shift from Tel Aviv will not occur until a peace settlement is achieved.",35,"Title: Australia recognizes west Jerusalem as Israel's capital

Introduction:
Australia has officially recognized west Jerusalem as Israel's capital, a move that has been met with criticism from Palestinians and some Western countries. The move comes after a long-standing dispute over the status of the city, which has been divided between Israel and Palestine since 1948.

Body:
1. Background:
In 1949, the United Nations General Assembly voted to partition Palestine into an Arab and a Jewish state. The Jewish state was to be established in east Jerusalem, which was",128,100.41031646728516,100.41363191604614,884.4376310801509,8.807943843915654,success,
ce80a8703945,1775748870.497845,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,4,verbose,v1,Australia recognizes west Jerusalem as Israel's capital,"Australia now recognizes west Jerusalem as Israel’s capital, Prime Minister Scott Morrison said Saturday, but a contentious embassy shift from Tel Aviv will not occur until a peace settlement is achieved.",28,"On 14 December 2017, Australia's Foreign Minister, Julie Bishop, announced that Australia recognizes west Jerusalem as Israel's capital. This decision was made in response to the United States' recognition of Jerusalem as Israel's capital.

The decision was met with criticism from Palestinians, who view west Jerusalem as occupied territory. The Palestinian Authority called on the international community to take action to protect Palestinian rights in Jerusalem.

The decision has been criticized by some Israelis, who argue that it undermines the peace process and could lead to further conflict",128,99.21873116493224,99.22211647033691,875.8992532982818,8.827661457515246,success,
41a71bb639dd,1775748969.721476,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,4,cot,v1,Australia recognizes west Jerusalem as Israel's capital,"Australia now recognizes west Jerusalem as Israel’s capital, Prime Minister Scott Morrison said Saturday, but a contentious embassy shift from Tel Aviv will not occur until a peace settlement is achieved.",31,"Introduction:
The United Nations General Assembly (UNGA) has voted in favor of a resolution that recognizes Jerusalem as Israel's capital. The resolution was passed by a vote of 128-1, with 45 abstentions. The resolution was adopted by consensus, with no opposition.

The resolution was passed by a vote of 128-1, with 45 abstentions. The resolution was adopted by consensus, with no opposition.

The resolution was passed by a vote of 128-1, with 45 abstent",128,100.19751381874084,100.20002293586732,881.3971240605123,8.796376470139608,success,
1535bc04a6ef,1775749069.9234514,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,5,concise,v1,First lady visits cuddling program for babies born on drugs,First lady Melania Trump visited a Boston hospital Wednesday to meet with caregivers and administrators of a pioneering program that uses cuddling to help infants who are born dependent on drugs or alcohol.,35,"First Lady Michelle Obama visited a program in Chicago that provides cuddling and comfort to babies born to mothers who have been incarcerated. The program, called ""Baby's First Hug,"" is a partnership between the First Lady's Office of Community Services and the Chicago Department of Public Health.

The program provides babies born to mothers who have been incarcerated with a warm, loving hug and a chance to bond with their mother. The babies are typically born to mothers who have been incarcerated for drug-related",128,99.49828243255617,99.50153923034668,876.6530499215131,8.810447121748096,success,
8a857cf9b9d7,1775749169.4265623,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,5,structured,v1,First lady visits cuddling program for babies born on drugs,First lady Melania Trump visited a Boston hospital Wednesday to meet with caregivers and administrators of a pioneering program that uses cuddling to help infants who are born dependent on drugs or alcohol.,41,"[Image of Michelle Obama holding a baby]

INT. WHITE HOUSE OFFICE BUILDING - DAY

[Michelle Obama enters the White House]

MICHELLE OBAMA: Good morning, everyone.

[She walks into the Oval Office]

MICHELLE OBAMA: Good morning, Mr. President.

[She greets the President]

MICHELLE OBAMA: Good morning, Mr. President.

[She walks to the door]

MIC",128,99.83245944976808,99.83579683303832,879.74611824286,8.81193065162904,success,
3efca16037fe,1775749269.2639434,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,5,verbose,v1,First lady visits cuddling program for babies born on drugs,First lady Melania Trump visited a Boston hospital Wednesday to meet with caregivers and administrators of a pioneering program that uses cuddling to help infants who are born dependent on drugs or alcohol.,34,"First lady Michelle Obama visited a cuddling program for babies born on drugs in Chicago on Tuesday.

The program, called ""Baby Cuddles,"" is a partnership between the Chicago Department of Public Health and the Chicago Police Department. The program provides cuddling and comforting to babies born to mothers who have been arrested on drug charges.

The first lady was joined by Chicago Mayor Rahm Emanuel and Chicago Police Superintendent Garry McCarthy.

""We're here today to celebrate the success of this program",128,99.60903239250185,99.61237359046936,878.317659188509,8.817354988442359,success,
b5a4cc6ff44c,1775749368.8778987,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,5,cot,v1,First lady visits cuddling program for babies born on drugs,First lady Melania Trump visited a Boston hospital Wednesday to meet with caregivers and administrators of a pioneering program that uses cuddling to help infants who are born dependent on drugs or alcohol.,37,"First lady Michelle Obama visited a cuddling program for babies born on drugs in Chicago on Tuesday.

The program, called ""Baby's First Hug,"" is a partnership between the Chicago Department of Public Health and the Chicago Police Department.

The program provides babies born to mothers who have been arrested for drug-related offenses with a warm hug and a cuddle.

The program was started in 2013 and has since helped over 1,000 babies.

The first lady was",128,100.17373538017272,100.17710995674132,882.2881649631256,8.80728307438812,success,
3a87bd64e834,1775749469.0571842,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,6,concise,v1,Lead Pharma Enters into a Research Collaboration and License Agreement with Roche to Develop Oral Small Molecules for Immune Mediated Diseases,Lead Pharma has signed a collaboration and license agreement with Roche for the development of oral small molecules to treat a range of immune-mediated diseases.,55,"Lead Pharma, a clinical-stage biopharmaceutical company focused on the development of innovative therapies for immune mediated diseases, announced today that it has entered into a research collaboration and license agreement with Roche. Under the terms of the agreement, Roche will fund the development of Lead Pharma's lead small molecule candidate, RP-101, for the treatment of autoimmune diseases.

The collaboration will focus on the development of RP-101, a novel oral small molecule that targets the interleuk",128,100.56755065917967,100.5709798336029,885.8401548421388,8.808109022182965,success,
bb962cb6ec7a,1775749569.629774,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,6,structured,v1,Lead Pharma Enters into a Research Collaboration and License Agreement with Roche to Develop Oral Small Molecules for Immune Mediated Diseases,Lead Pharma has signed a collaboration and license agreement with Roche for the development of oral small molecules to treat a range of immune-mediated diseases.,61,"Lead Pharma, a biopharmaceutical company focused on the discovery and development of innovative small molecule therapeutics for the treatment of autoimmune and inflammatory diseases, announced today that it has entered into a research collaboration and license agreement with Roche. Under the terms of the agreement, Roche will fund the research and development of Lead Pharma's lead small molecule candidate, RP-101, for the treatment of autoimmune and inflammatory diseases.

The collaboration will focus on the development of RP-",128,100.61746644973756,100.62077689170836,886.050675118565,8.805842118195569,success,
786fae54c4d9,1775749670.2521346,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,6,verbose,v1,Lead Pharma Enters into a Research Collaboration and License Agreement with Roche to Develop Oral Small Molecules for Immune Mediated Diseases,Lead Pharma has signed a collaboration and license agreement with Roche for the development of oral small molecules to treat a range of immune-mediated diseases.,54,"Lead Pharma, a clinical-stage biopharmaceutical company focused on the development of innovative therapies for immune mediated diseases, announced today that it has entered into a research collaboration and license agreement with Roche. The agreement provides for Roche to fund and support Lead Pharma's research and development efforts for oral small molecules for the treatment of immune mediated diseases.

Under the terms of the agreement, Roche will provide funding for Lead Pharma's research and development efforts for the discovery and development of oral small molecules for",128,101.03671073913574,101.03926968574524,888.1759459397796,8.7904034609732,success,
91d33d4dec99,1775749771.2929358,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,6,cot,v1,Lead Pharma Enters into a Research Collaboration and License Agreement with Roche to Develop Oral Small Molecules for Immune Mediated Diseases,Lead Pharma has signed a collaboration and license agreement with Roche for the development of oral small molecules to treat a range of immune-mediated diseases.,57,"Lead Pharma, a clinical-stage biopharmaceutical company focused on the development of innovative therapies for immune mediated diseases, announced today that it has entered into a research collaboration and license agreement with Roche. Under the terms of the agreement, Roche will fund the development of Lead Pharma's lead small molecule candidate, RP-101, for the treatment of autoimmune diseases.

The collaboration will focus on the development of RP-101, a novel oral small molecule that targets the interleuk",128,100.22474074363708,100.22792506217957,882.9394493285415,8.809315854646119,success,
63b0ea6ee763,1775749871.522885,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,7,concise,v1,"Man kidnapped, tied to tree naked; 2 suspects arrested: Police",A New Hampshire man has been accused of kidnapping a Manchester man at knife point and leaving him naked and tied to a tree.,36,"Headline: Man kidnapped, tied to tree naked; 2 suspects arrested

Subheading: Police arrest two men in connection with kidnapping of man who was tied to a tree in a rural area

Paragraph 1:
A man was kidnapped and tied to a tree in a rural area on Tuesday night, police said. The victim, identified as 25-year-old John Doe, was found tied to a tree in a wooded area near the 1000 block of South 10th Street, according to a news release",128,99.54559564590454,99.548903465271,878.6490223761789,8.826305381482255,success,
8d90ede15f00,1775749971.0734067,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,7,structured,v1,"Man kidnapped, tied to tree naked; 2 suspects arrested: Police",A New Hampshire man has been accused of kidnapping a Manchester man at knife point and leaving him naked and tied to a tree.,42,"Title: Man kidnapped, tied to tree naked; 2 suspects arrested: Police

Introduction:
A man was kidnapped and tied to a tree in the city's northeast on Wednesday night, police said.

Body:
The victim, identified as 25-year-old Ahmad, was found tied to a tree in the area of ​​Khairat Al-Khair Street, police said.

Crime:
The victim was kidnapped and tied to a tree in the city's northeast on Wednes",128,99.59638857841492,99.5998284816742,879.3749444334505,8.829080911472158,success,
a53da0b9bf24,1775750070.6747985,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,7,verbose,v1,"Man kidnapped, tied to tree naked; 2 suspects arrested: Police",A New Hampshire man has been accused of kidnapping a Manchester man at knife point and leaving him naked and tied to a tree.,35,"On Monday, a 21-year-old man was kidnapped from his home in the 100 block of North 12th Street, police said.

The victim, identified as Michael Johnson, was tied to a tree in the 100 block of North 12th Street, police said.

Police said they received a call about the kidnapping at 10:30 p.m.

Johnson was found unconscious and tied to a tree in the 100 block of North 12th Street, police said.",128,99.75221991539,99.75546002388,879.545720204115,8.817018336575908,success,
8560f61c76ba,1775750170.431746,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,7,cot,v1,"Man kidnapped, tied to tree naked; 2 suspects arrested: Police",A New Hampshire man has been accused of kidnapping a Manchester man at knife point and leaving him naked and tied to a tree.,38,"Title: Man kidnapped, tied to tree naked; 2 suspects arrested: Police

Headline: Man kidnapped, tied to tree naked; 2 suspects arrested: Police

Subheading: Police arrest two men in connection with kidnapping of man tied to tree in rural area

Paragraph 1:
A man was kidnapped and tied to a tree in rural area on Tuesday night, police said. The victim, identified as 35-year-old John Doe, was found tied to a tree in a field near the town of",128,99.74245738983154,99.745614528656,880.27075340426,8.8251574524248,success,
3d533dcadd97,1775750270.1793776,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,8,concise,v1,Ohio city reaches $10 million settlement over police killing of Black man,"Ohio's capital city has agreed to pay a $10 million settlement to the family of Andre Hill, an unarmed black man who was shot dead by a white Columbus police officer as he emerged from a garage holding a cellphone.",33,"Headline:
Ohio City Reaches $10 Million Settlement Over Police Killing of Black Man

Subheadline:
City of Cleveland agrees to pay $10 million to family of Freddie Gray, who died in police custody

Body:
CLEVELAND, Ohio (AP) — The city of Cleveland has agreed to pay $10 million to the family of Freddie Gray, who died in police custody, in a settlement that will end a years-long legal battle over the death of the 25-year-old Black man.",128,99.661554813385,99.66480040550232,878.2699562064407,8.8122381486047,success,
245fddd40bd9,1775750369.8458004,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,8,structured,v1,Ohio city reaches $10 million settlement over police killing of Black man,"Ohio's capital city has agreed to pay a $10 million settlement to the family of Andre Hill, an unarmed black man who was shot dead by a white Columbus police officer as he emerged from a garage holding a cellphone.",39,"Title: Ohio city reaches $10 million settlement over police killing of Black man

Introduction:
On Tuesday, the city of Cleveland announced a $10 million settlement with the family of George Floyd, a Black man who died in police custody in May 2020. The settlement comes after a federal judge approved the deal, which was reached after a lawsuit was filed by the family.

Body:
The settlement was reached after a federal judge approved the deal, which was reached after a lawsuit was filed by the family. The settlement includes $5 million in compensatory",128,99.4558618068695,99.45910334587096,877.044458494544,8.81814161791309,success,
bbeb99e77687,1775750469.3064272,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,8,verbose,v1,Ohio city reaches $10 million settlement over police killing of Black man,"Ohio's capital city has agreed to pay a $10 million settlement to the family of Andre Hill, an unarmed black man who was shot dead by a white Columbus police officer as he emerged from a garage holding a cellphone.",32,"On Tuesday, the city of Cleveland reached a $10 million settlement with the family of a Black man who was killed by police in 2014.

The settlement was announced by the city's law department, which said it was the largest settlement in the city's history.

The settlement was reached after a federal judge approved the city's settlement with the family of 25-year-old Tamir Rice.

Rice was shot and killed by police in November 2014 while holding a toy gun.

The settlement was reached after a",128,99.98351168632507,99.98678374290466,880.5708229800453,8.806872168668322,success,
b84ec0cec56f,1775750569.29476,jetson_orin_nano,TinyLlama/TinyLlama-1.1B-Chat-v1.0,CCSum,2024,summarization,8,cot,v1,Ohio city reaches $10 million settlement over police killing of Black man,"Ohio's capital city has agreed to pay a $10 million settlement to the family of Andre Hill, an unarmed black man who was shot dead by a white Columbus police officer as he emerged from a garage holding a cellphone.",35,"Title: Ohio city reaches $10 million settlement over police killing of Black man

Date: 12/10/2021

Introduction:

On December 10, 2021, the city of Cleveland, Ohio, reached a $10 million settlement with the family of George Floyd, a Black man who died in police custody in 2020. The settlement was reached after a federal judge approved the agreement, which was reached after a lawsuit filed by the family.

Body:

The settlement was reached after a federal judge approved",128,100.18010830879211,100.18349719047546,883.1400943651201,8.815225252977903,success,
